"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"2574","Risk communication","Educate and actively communicate with the public","Information campaign","Health advisory posters for travellers arriving from Wuhan at airport"
"2575","Risk communication","Educate and actively communicate with the public","Direct communication from health authorities","Press release Health Ministry advising travellers to avoid non-essential travel to Wuhan"
"2576","Risk communication","Educate and actively communicate with the public","Discourage gathering","Encourage to avoid crowd"
"2577","Risk communication","Educate and actively communicate with the public","Encourage hand hygiene","Practise frequent hand washing with soap"
"2578","Risk communication","Educate and actively communicate with the public","MOH webpage","MOH advice Homepage"
"2587","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Launch of ""SG Clean"" campaign throughout all sectors in Singapore"
"2588","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Throughout all channels"
"2589","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Press release to take part in SG Clean campaign"
"2590","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran"
"2591","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to china"
"2592","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to Wuhan"
"2594","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran, Northern Italy, Japan, Republic of Korea"
"2595","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Italy, France, Spain, Germany"
"2596","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","worldwide, all countries"
"2597","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Leave of absence for preschool children and preschool employees who travelled to China"
"2598","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","elderly, seniors who feel unwell"
"2600","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","People with symptoms"
"2602","Healthcare and public health capacity","Increase availability of PPE","Face masks","Mask distribution to the population"
"2603","Healthcare and public health capacity","Increase healthcare workforce","Special measure for healthcare workers",""
"2604","Healthcare and public health capacity","Increase healthcare workforce","Train medical staff specially for covid-19","Public Health Preparedness Clinics PHPC staff guided on the appropriate care protocols according to the assessed risk and diagnosis of each patient"
"2605","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","more test kits and test frequency at all checkpoints"
"2606","Case identification, contact tracing and related measures","Enhance detection system","Broaden definition / special definition","Broaden definition of suspected cases"
"2608","Healthcare and public health capacity","Personal protective measures","Enhance hand hygiene","Presence of soap lotion in public toilets"
"2609","Environmental measures","Environmental cleaning and disinfection","Public places with high human traffic",""
"2610","Environmental measures","Environmental cleaning and disinfection","Working places","areas with high human contact, such as counters, lifts, pantries, toilets, and bin areas"
"2611","Resource allocation","Provide international help","",""
"2613","Case identification, contact tracing and related measures","Isolation of cases","","isolation of people with fever and acute respiratory problems who came back from Wuhan in the last 14 days"
"2614","Social distancing","Small gathering cancellation","Limit up to 10 persons","all mass events"
"2615","Resource allocation","Police and army interventions","To enforce social distancing","Fine if social distancing not respected"
"2621","Social distancing","Mass gathering cancellation","Place of worship","four mosques closeed"
"2622","Social distancing","Mass gathering cancellation","Place of worship","all mosques closed for at least five days for disinfection, 14 days closed all activities"
"2623","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","visitor limit of two per patient in hospitals"
"2624","Social distancing","Measures for special populations","Measures to limit contact to the elderly","suspend activities with the elderly in government agencies"
"2625","Social distancing","Measures for special populations","Measures to limit contact to the elderly","reduce or suspend activities with the elderly"
"2626","Travel restriction","Non-essential travels forbidden","","Public sector agencies defer official trips abroad"
"2628","Case identification, contact tracing and related measures","Quarantine","All incomings","all countries, worldwide"
"2630","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Hubei"
"2631","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","MOH is contacting all recent travellers from Hubei who are in Singapore who have arrived in the last 14 days"
"2633","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","quarantine all Singapore residents with travel history to to Daegu and Cheongdo within the last 14 days"
"2635","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","14-day Stay-Home Notice for all returnees with recent travel history to China (outside Hubei) within the last 14 days"
"2636","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Italy, France, Spain, Germany"
"2637","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","ASEAN countries, Japan, Switzerland, United Kingdom"
"2639","Case identification, contact tracing and related measures","Tracing and tracking","Case tracking","Travel companions identified, contacted and tested if still in Singapore"
"2641","Resource allocation","Emergency response mechanisms","Enhance emergency response mechanisms","Nation's Disease Outbreak Response System Condition (DORSCON) raised level from yellow to orange"
"2642","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if < 250 persons"
"2643","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if respect 1m distance"
"2644","Social distancing","Special measures for certain establishments","Food services","Can open if respect 1m distance"
"2645","Social distancing","Special measures for certain establishments","Museums, events"," required to reduce crowd density to one person per 16 m2"
"2646","Social distancing","Special measures for certain establishments","Sport centers","Open if distance + cleaninf respected"
"2647","Case identification, contact tracing and related measures","Specific health channel for travellers","Chinese with passport issued in Hubei","all Chinese with passport issued in Hubei entering Singapore referred to health station at airport"
"2648","Case identification, contact tracing and related measures","Surveillance","Use existing respiratory disease surveillance systems and hospital-based surveillance","new form of pneumonia in Wuhan"
"2649","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","App ""TraceTogether""  : Voluntary"
"2650","Social distancing","Work safety protocols","","daily health check and fever measure, at work"
"2664","Risk communication","Educate and actively communicate with the public","Information campaign","national -tv, press"
"2665","Risk communication","Educate and actively communicate with the public","Information campaign","SMS to all Slovak citizens abroad"
"2667","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Flyers"
"2672","Social distancing","Mass gathering cancellation","all",""
"2683","Case identification, contact tracing and related measures","Border health check","Travellers from Italy: Health questionnaire",""
"2684","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Advice against all travel"
"2687","Social distancing","Mass gathering cancellation","Limit up to 500 persons","indoor public gatherings"
"2688","Case identification, contact tracing and related measures","Airport health check","Measure temperature for all passengers","for all passengers"
"2689","Case identification, contact tracing and related measures","Border health check","Measure temperature","at border with Italy"
"2691","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Urge ill workers to stay at home"
"2692","Risk communication","Educate and actively communicate with the public","Answer to questions","provide telephone hotlines covid-19"
"2693","Risk communication","Educate and actively communicate with the public","Incoming travellers","SMS notification for incoming travellers"
"2695","Risk communication","Educate and actively communicate with the public","Guidelines","Mailbox leaflets"
"2696","Risk communication","Educate and actively communicate with the public","Encourage medical consultation by phone",""
"2697","Social distancing","Closure of educational institutions","Partial closure of educational institutions","Partial closure of universities"
"2700","Travel restriction","Border restriction","Land border controls","Italy"
"2701","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from Italy, China, South Korea and Iran"
"2702","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from South Korea, Iran, and high-risk areas in Italy"
"2703","Case identification, contact tracing and related measures","Border health check","Test at the border","Italy"
"2705","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy"
"2706","Resource allocation","Emergency response mechanisms","Activate emergency response mechanisms","National Protection and Rescue Plan activated: epidemic declared"
"2707","Resource allocation","Crisis management plans","Implement repurpose community services plans","financial compensation for parents who stay home for childcare"
"2708","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Vacation for healthcare professionals banned"
"2709","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Prohibition of strike for healthcare professionals"
"2710","Social distancing","Measures for special populations","Prisons","Closed for visitors"
"2711","Resource allocation","Emergency response mechanisms","Activate emergency response mechanisms","Set up national crisis units"
"2712","Case identification, contact tracing and related measures","Restriction in testing","Only in patients requiring hospitalization",""
"2714","Resource allocation","Measures to ensure security of supply","Fixing price for specific protective products","Prices frozen for all protective equipment"
"2715","Healthcare and public health capacity","Increase availability of PPE","PPE for care facilities for elderly",""
"2716","Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","mobilize doctors without license"
"2718","Environmental measures","Environmental cleaning and disinfection","Taxi",""
"2719","Travel restriction","Public transport restriction","Public transport ban","Busses"
"2720","Travel restriction","Public transport restriction","Public transport ban","Rails"
"2721","Risk communication","Actively communicate with stakeholders","Encourage work safety protocols",""
"2727","Social distancing","Mass gathering cancellation","Indoor activities","sports"
"2728","Social distancing","Small gathering cancellation","Closure of non-essential public places","recreational places"
"2729","Social distancing","Small gathering cancellation","Closure of non-essential shops","hairdressing, cosmetics, pedicure services, gaming"
"2731","Social distancing","Special measures for certain establishments","Food services","delivery from restaurants allowed"
"2732","Social distancing","Special measures for certain establishments","Essential shops","opening hours essential stores reduced, Sunday also open, supervised entry"
"2733","Travel restriction","Airport restriction","Cancellation of international flights","Except for humanitarian and medical transport"
"2734","Travel restriction","Public transport restriction","Public transport ban","Cable cars, funiculars"
"2735","Risk communication","Educate and actively communicate with the public","Scale-up communication to the public","Mobile message to inform public about gathering ban"
"2736","Case identification, contact tracing and related measures","Border health check","Health screening","non-citizens"
"2737","Case identification, contact tracing and related measures","Border health check","Health certificate requested","non-citizens"
"2739","Social distancing","Small gathering cancellation","Total","Except 5 co-workers or persons from same household"
"2741","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Lower electricity bills for household customers and small business customers"
"2742","Social distancing","Special measures for certain establishments","Food services","Grocery stores opens 8am-6pm"
"2744","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","sick pay during epidemic covered by the Health Insurance Institute of Slovenia, not the employer"
"2745","Risk communication","Educate and actively communicate with the public","Encourage donation for covid19 crisis","Bank accout opened for donation"
"2746","Travel restriction","Border restriction","Land border controls","Austria"
"2747","Environmental measures","Environmental cleaning and disinfection","Frequently touched common surfaces in multi-apartment buildings",""
"2748","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Benefits for self-employed, students, pensioners"
"2749","Risk communication","Educate and actively communicate with the public","Hand hygiene","warning note in front of lift"
"2750","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Indoors"
"2751","Social distancing","Measures for special populations","Vulnerable populations","Special hours for shopping"
"2752","Travel restriction","Individual movement restrictions","Prohibition of moving out the municipality of residence","ban on moving outside the municipality of permanent or temporary residence"
"2753","Environmental measures","Environmental cleaning and disinfection","Cheongdo Daenam hospital",""
"2754","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","minimize gathering events and outdoor activities."
"2755","Risk communication","Educate and actively communicate with the public","Information campaign","Information campaign about Covid-19 prevention"
"2757","Healthcare and public health capacity","Increase healthcare workforce","Mobilize doctors","24 more doctors deployed to Daegu-"
"2759","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","in total 22 virus-detection centers in Daegu"
"2760","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","Testing every persons in high-risk facilities"
"2762","Case identification, contact tracing and related measures","Surveillance","Implement sentinel study","Restaurants, offices, hotels, and others check temperature before entry"
"2763","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Monitor symptoms via mobile phone"
"2764","Case identification, contact tracing and related measures","Isolation of cases","System is scaled-up","More focused on isolating and treating potential cases"
"2765","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","By the health authorities"
"2769","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","Drive-by Testing"
"2770","Social distancing","Mass gathering cancellation","Sport events","Ban rallies at three major public squares in the city center"
"2771","Social distancing","Mass gathering cancellation","Festivals, faith-based events","close down Shincheonji churches"
"2772","Social distancing","Mass gathering cancellation","Closure of non-essential public places","ban the use of Seoul plaza, Cheonggye plaza and Gwanghwamun plaza"
"2773","Risk communication","Actively communicate with healthcare professionals","Sensitization of hospital, medico-social and liberal health professionals","Guidelines to prevent Covid19 Transmission"
"2774","Risk communication","Actively communicate with healthcare professionals","Health agencies and emergency healthcare","test and treatment to be focused on vulnerable population"
"2775","Risk communication","Actively communicate with stakeholders","Organize notification",""
"2776","Case identification, contact tracing and related measures","Airport health check","Quarantine and health screening","All travellers from Mainland China, Hong Kong and Macao"
"2778","Case identification, contact tracing and related measures","Airport health check","Health declaration",""
"2779","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms","Testing at quarantine station"
"2780","Case identification, contact tracing and related measures","Border health check","Health declaration","persons with travel history within the last 14 days to China"
"2781","Case identification, contact tracing and related measures","Border health check","Test at the border","Incoming from Europe"
"2782","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","incoming from USA"
"2783","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","all travellers"
"2784","Travel restriction","Border restriction","Entry ban for people from China","Wuhan and Hubei"
"2785","Travel restriction","Airport restriction","Cancellation of international flights","Partial cancellation of international flights: Asian countries"
"2786","Healthcare and public health capacity","Case management","Implement triage procedures","Life treatment centers"
"2787","Healthcare and public health capacity","Case management","Prioritize care","Severe cases hospitalized"
"2790","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","financial package"
"2791","Risk communication","Educate and actively communicate with the public","Guidelines","Guidelines to prevent Covid19 Transmission"
"2792","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who attended a service at Shincheonji Church"
"2793","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who visited Cheongdo Daenam hospital"
"2794","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Guidelines for travellers"
"2795","Travel restriction","Cordon sanitaire","Voluntary lockdown of affected cities and provinces",""
"2797","Risk communication","Educate and actively communicate with the public","Respiratory etiquette","Advice for correct use of face masks"
"2798","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Smartphone push alerts, blog posts and regular briefings streamed live on YouTube"
"2799","Risk communication","Educate and actively communicate with the public","Information campaign","Press Release"
"2803","Risk communication","Educate and actively communicate with the public","Guidelines for self-quarantine",""
"2807","Risk communication","Educate and actively communicate with the public","Avoid indoor close-contact","Strong recommendation against close-contact indoor gatherings"
"2809","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Advice campaign for incoming travellers"
"2811","Risk communication","Educate and actively communicate with the public","Answer to questions","Reporters will ask questions via online group chat room"
"2812","Risk communication","Educate and actively communicate with the public","Encourage disinfection of the environment","Disinfection of frequently used surfaces or objects"
"2815","Risk communication","Actively communicate with healthcare professionals","Provide documentation",""
"2816","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Symptomatic persons and health facility visitors"
"2820","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","USA, Europe"
"2821","Case identification, contact tracing and related measures","Quarantine","Nationals who travelled to at risk areas","Nationals and residents"
"2823","Healthcare and public health capacity","Research","Antibody research","successfully developed a probe to detect COVID-19 antibody in the blood"
"2824","Case identification, contact tracing and related measures","Restriction in testing","Only in patients with symptoms or and epidemiological link",""
"2825","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Epidemiological investigation"
"2826","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Italy, Iran"
"2827","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Spain, France, UK, Germany, Netherlands"
"2828","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China",""
"2829","Case identification, contact tracing and related measures","Tracing and tracking","Tracking via mobile phone","Smartphone app: All incomings from high-risk areas"
"2830","Case identification, contact tracing and related measures","Tracing and tracking","Tracking and monitoring people coming from high-risk areas","Italy and Iran"
"2831","Social distancing","Work safety protocols","Businesses",""
"2832","Healthcare and public health capacity","Research","Vaccine and antiviral development","162,359,803 euro for 10 years of research 2020-2029"
"2833","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Enhanced social distancing campaign (22 March - 5 April) has been been extended until 19 April"
"2834","Risk communication","Actively communicate with stakeholders","Promote the 2m distance","Enhanced social distancing campaign"
"2835","Risk communication","Actively communicate with stakeholders","Encourage self-initiated quarantine","Enhanced social distancing campaign"
"2837","Healthcare and public health capacity","Increase healthcare workforce","Protect healthcare professionals","Application date not fixed"
"2838","Risk communication","Actively communicate with healthcare professionals","Guidelines","Application date not fixed"
"2839","Healthcare and public health capacity","Increase availability of PPE","Increase domestic production",""
"2840","Healthcare and public health capacity","Increase availability of PPE","","Purchase of full-body PPE"
"2841","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home","For high-risk communities"
"2842","Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","For high-risk communities"
"2843","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Religious institutions"
"2844","Risk communication","Educate and actively communicate with the public","Communication targets protection of special populations","Infection prevention/control manager"
"2845","Social distancing","Measures for special populations","Vulnerable populations","Check temperature before entry in high-risks facilities/communities"
"2846","Risk communication","Educate and actively communicate with the public","Promote social distancing measures","Young people"
"2847","Risk communication","Educate and actively communicate with the public","Guidelines","For voting 10-11 April"
"2849","Travel restriction","Cordon sanitaire","One municipality",""
"2852","Social distancing","Closure of educational institutions","Complete closure of educational institutions","Scale up the measures"
"2853","Social distancing","Closure of educational institutions","Partial closure of educational institutions",""
"2854","Social distancing","Mass gathering cancellation","Elections postponed",""
"2855","Travel restriction","Airport restriction","Outgoing domestic travel ban","Restricted domestic flights : Canary Islands"
"2856","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Holy Week Festival"
"2859","Travel restriction","Border restriction","Land borders closed","Morocco"
"2860","Travel restriction","Cordon sanitaire","One hotel",""
"2862","Travel restriction","Port and ship restriction","Deny entry to boats with more than 100 passengers","Sea connections to The Balearic Islands cease"
"2863","Travel restriction","Airport restriction","Outgoing domestic travel ban","Restricted domestic flights : Balearic Islands"
"2876","Risk communication","Educate and actively communicate with the public","Recommendation for home office","Recommentions from the Ministry of Health"
"2880","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Feria de Abril"
"2884","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Morocco"
"2888","Resource allocation","Crisis management plans","Implement repurpose community services plans","Financial support to GDP"
"2889","Resource allocation","Crisis management plans","Implement repurpose government plans","Interministerial Coordination Committee"
"2890","Resource allocation","Crisis management plans","Implement repurpose government plans","Scientific Technical Committee COVID-19"
"2891","Risk communication","Educate and actively communicate with the public","Information campaign","Information in airplanes that land in Spain"
"2892","Risk communication","Educate and actively communicate with the public","Churches should remove the holy water from the pillars, avoid the gesture of shaking hands, not kiss religious images","From the Spanish Episcopal Conference"
"2893","Risk communication","Educate and actively communicate with the public","","Ministry of Health Campaign ""This Virus We Stop Together"" is launched"
"2894","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people showing symptoms"
"2896","Healthcare and public health capacity","Increase availability of PPE","Face masks","Increase production of masks locally"
"2897","Healthcare and public health capacity","Increase availability of PPE","Face masks","Donation of masks (China to Spain)"
"2898","Healthcare and public health capacity","Increase availability of PPE","Face masks","Distribution of masks"
"2900","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home",""
"2904","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Barcelona's Mobile World Congress was cancelled"
"2905","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Politics and at work"
"2906","Social distancing","Mass gathering cancellation","Sport events","Professional sport competition hold closed"
"2909","Travel restriction","Non-essential travels forbidden","European Union agrees on temporary restriction on travel",""
"2913","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Test"
"2914","Social distancing","Return operation of nationals","Return operation of nationals in China , South Korea, Japan, Singapore, Iran and northern Italy (Lombardy, Veneto, Piedmont, Emilia Romagna)","Special measure: Quarantine"
"2917","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Falles of Valencia"
"2918","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Magdalena, in Castellon"
"2923","Case identification, contact tracing and related measures","Restriction in testing","Patients with need of hospital care and healthcare staff",""
"2924","Case identification, contact tracing and related measures","Restriction in testing","Patients with need of hospital care and healthcare staff with symptoms",""
"2928","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","To people with fever, cough and breathing difficulties and history of travel within the last 14 days to Tyrol,  Northern Italy, China, Iran and parts of South Korea"
"2929","Risk communication","Actively communicate with healthcare professionals","",""
"2930","Risk communication","Actively communicate with stakeholders","Risk assessment before an event","Safety recommendations"
"2931","Travel restriction","Border restriction","Entry ban to non-citizens","all non-citizens of EEA or Switzerland with exceptions for essential travel"
"2933","Social distancing","Closure of educational institutions","",""
"2935","Risk communication","Educate and actively communicate with the public","Direct government communication",""
"2937","Risk communication","Educate and actively communicate with the public","Safety during sport practice",""
"2938","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to Hubei province"
"2939","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to  rest of China except Macao and Hong Kong"
"2941","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to parts of South Korea"
"2942","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to northern Italy"
"2944","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Tyrol"
"2947","Risk communication","Educate and actively communicate with the public","","advised people who felt sick to stay at home and not enter the arena of Melodifestivalen 2020 on"
"2948","Risk communication","Educate and actively communicate with the public","","Press conference invitation for media. The Public Health Agency and other specialists"
"2955","Risk communication","Educate and actively communicate with the public","","Public Health Agency of Sweden: Think about whether the trip is really necessary"
"2959","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Healthcare professionals with respiratory symptoms"
"2962","Healthcare and public health capacity","Case management","Improve hospital organisation to face the crises","r"
"2963","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling suspected cases of covid-19"
"2964","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling confirmed cases of covid-19"
"2966","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","Not only those with a history of travel to high risk areas"
"2967","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","To people with severe pneumonia"
"2968","Social distancing","Mass gathering cancellation","Limit to 500 persons",""
"2972","Healthcare and public health capacity","Reduce the burden on health system","Simplification of the health journey",""
"2974","Social distancing","Special measures for certain establishments","Food services","Ensure social distancing"
"2983","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","By law"
"2984","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","Measure extended"
"2988","Travel restriction","Airport restriction","Cancellation of international flights","Four domestic flights maintained"
"2989","Travel restriction","Public transport restriction","Train restriction","Decrease number of available seats to respect social distancing"
"2997","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, exception cross-border workers, goods transport, swiss citizens or residents, transit, and exceptional cases"
"2998","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria"
"2999","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain"
"3000","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain, and all States outside Schengen Area"
"3005","Risk communication","Call for return of nationals living abroad","Smartphone app developed to get government support",""
"3007","Risk communication","Educate and actively communicate with the public","Promote the 2m distance","flyers"
"3008","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Israel"
"3010","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","world wide"
"3011","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","France"
"3012","Risk communication","Educate and actively communicate with the public","flyers","avoid hand shaking, updated campaign"
"3013","Risk communication","Educate and actively communicate with the public","flyers","call before showing up in medical practice or hospital, updated campaign"
"3014","Risk communication","Educate and actively communicate with the public","flyers","throw tissues after use in trash bin, updated campaign"
"3015","Risk communication","Educate and actively communicate with the public","Encourage hand hygiene","flyers"
"3020","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Exams"
"3027","Social distancing","Mass gathering cancellation","Sport events","Eishockey"
"3029","Social distancing","Measures for special populations","Mandatory home office","for vulnerable people if working place not safe"
"3030","Social distancing","Measures for special populations","Measures to limit contact to the elderly","flyers"
"3032","Social distancing","Measures for special populations","More exposed professionals (not healthcare)","construction site workers, industry workers"
"3033","Social distancing","Measures for special populations","","persons that belong to risks groups not to be burdened with child care"
"3035","Healthcare and public health capacity","Reduce the burden on health system","Promote self-initiated isolation of people with mild respiratory symptoms","flyers"
"3037","Social distancing","Return operation of nationals","Return operation of nationals in Brazil","Special measure: Quarantine"
"3038","Social distancing","Return operation of nationals","Return operation of nationals in Costa Rica","Special measure: Quarantine"
"3040","Social distancing","Return operation of nationals","Return operation of nationals in Morocco","Special measure: Quarantine"
"3041","Social distancing","Return operation of nationals","Return operation of nationals in North Korea","Special measure: Quarantine"
"3042","Social distancing","Return operation of nationals","Return operation of nationals in Peru, Colombia","Special measure: Quarantine"
"3043","Social distancing","Return operation of nationals","Return operation of nationals in different countries (pupils on exchange)","Special measure: Quarantine"
"3045","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Monitoring contacts"
"3050","Social distancing","Small gathering cancellation","Limit up to 5 persons","Outdoors"
"3051","Social distancing","Small gathering cancellation","","Restaurants, Bars und Diskotheken limit up to 50"
"3052","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Germany, France, Italy, Austria, Spain"
"3055","Risk communication","Actively communicate with stakeholders","Answer to questions","Telephone hotlines covid-19"
"3056","Case identification, contact tracing and related measures","Border health check","Health screening",""
"3057","Travel restriction","Border restriction","Land borders closed","Italy"
"3063","Risk communication","Educate and actively communicate with the public","Information campaign","press release"
"3065","Risk communication","Educate and actively communicate with the public","Answer to questions","Educational video by cantonal doctor"
"3066","Risk communication","Educate and actively communicate with the public","Answer to questions","Webpage"
"3068","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Social media"
"3069","Risk communication","Educate and actively communicate with the public","","do not show up to your doctor, but call doctor if travelled to high risk area within the last 14 days and have respiratory signs/fever"
"3074","Social distancing","Mass gathering cancellation","All public and private events",""
"3075","Social distancing","Mass gathering cancellation","Limit up to 150 persons",""
"3080","Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Restrictions for visitors"
"3082","Social distancing","Work safety protocols","Vulnerable populations",""
"3083","Social distancing","Measures for special populations","",""
"3088","Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","partial"
"3089","Social distancing","Small gathering cancellation","Limit up to 50 persons",""
"3092","Travel restriction","Public transport restriction","Public transport ban","Cessation of public transport inside cities"
"3098","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Regions with cases"
"3099","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from Doha/Qatar"
"3101","Travel restriction","Border restriction","Land borders closed","Lebanon"
"3102","Travel restriction","Border restriction","Travel ban to high-risk areas","Iraq, Jordan"
"3103","Travel restriction","Border restriction","Travel ban to high-risk areas","all countries where state of epidemics is declared"
"3113","Environmental measures","Environmental cleaning and disinfection","Public Transport",""
"3121","Risk communication","Actively communicate with stakeholders","Provides recommendation for business continuity",""
"3123","Case identification, contact tracing and related measures","Airport health check","Health certificate requested","Travellers from China"
"3125","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms",""
"3126","Travel restriction","Border restriction","Entry ban for people from China","Chinese national"
"3127","Travel restriction","Border restriction","Entry ban for people from China","Hong Kong, Macau, China"
"3128","Travel restriction","Border restriction","Entry ban for people from China","Wuhan"
"3130","Travel restriction","Airport restriction","Transiting Taiwan by air not allowed",""
"3131","Case identification, contact tracing and related measures","Border health check","Health certificate requested","Health certificate for travellers from China"
